,Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
1306,Rua Vivian Daniela Abreu de Marco,Conjunto Habitacional Nisshinbo do Brasil,Itapetininga/SP,18212-489
1307,Rua Ijefeton Roque Duarte,Conjunto Habitacional Nisshinbo do Brasil,Itapetininga/SP,18212-490
1308,Rua Therezinha de Carvalho Xavier,Conjunto Habitacional Nisshinbo do Brasil,Itapetininga/SP,18212-491
1309,Rua Tenente José de Almeida Barros,Conjunto Habitacional Nisshinbo do Brasil,Itapetininga/SP,18212-494
1310,Rua Abel Thomaz,Conjunto Habitacional Nisshinbo do Brasil,Itapetininga/SP,18212-495
1311,Rua Maria José dos Santos Domingues,Vila Célia,Itapetininga/SP,18212-500
1312,Rua Fioravanti Stefani,Vila Célia,Itapetininga/SP,18212-505
1313,Rua Pedro Olegário da Fonseca,Vila Célia,Itapetininga/SP,18212-510
1314,Rua José Cardoso Daniel,Mato Seco,Itapetininga/SP,18212-515
1315,Rua José Machado,Vila Célia,Itapetininga/SP,18212-520
1316,Rua Antônio Marques,Vila Célia,Itapetininga/SP,18212-530
1317,Rua Milton Sales,Vila Célia,Itapetininga/SP,18212-540
1318,Estrada Municipal Júlio Vieira,Mato Seco,Itapetininga/SP,18212-550
1319,Estrada Municipal Hermelino Duarte,Mato Seco,Itapetininga/SP,18212-551
1320,Estrada Municipal Emília Soares dos Santos,Mato Seco,Itapetininga/SP,18212-552
1321,Estrada Municipal José Soares dos Santos,Mato Seco,Itapetininga/SP,18212-553
1322,Rua Antonio Lauri de Souza,Portal dos Pinheiros II,Itapetininga/SP,18212-600
1323,Rua Edgard Porfírio de Almeida,Portal dos Pinheiros II,Itapetininga/SP,18212-601
1324,Rua Altair Cerejo,Portal dos Pinheiros II,Itapetininga/SP,18212-602
1325,Rua Nelson Martins Lopes,Portal dos Pinheiros II,Itapetininga/SP,18212-603
1326,Rua Alvina Alves Galdino,Portal dos Pinheiros II,Itapetininga/SP,18212-604
1327,Rua Rafael Vieira Seabra,Portal dos Pinheiros II,Itapetininga/SP,18212-605
1328,Rua José Roberto Mastrandéa,Portal dos Pinheiros II,Itapetininga/SP,18212-606
1329,Rua Danilo Carlos de Campos Santiago,Portal dos Pinheiros II,Itapetininga/SP,18212-607
1330,Rua Teresa Ferrucci Sacchi,Portal dos Pinheiros II,Itapetininga/SP,18212-608
1331,Rua José Antônio Marques,Portal dos Pinheiros II,Itapetininga/SP,18212-609
1332,Rua Carlos Eduardo Campos de Camargo,Portal dos Pinheiros II,Itapetininga/SP,18212-610
1333,Rua Juréia Zaguetto Alves,Portal dos Pinheiros II,Itapetininga/SP,18212-611
1334,Rua Antônio Nicéforo dos Santos,Portal dos Pinheiros II,Itapetininga/SP,18212-612
1335,Rua Pedro Paulo da Graça,Portal dos Pinheiros II,Itapetininga/SP,18212-613
1336,Rua Gildo João Holtz Moraes,Portal dos Pinheiros II,Itapetininga/SP,18212-614
1337,Rua Epaminondas Ambrósio,Portal dos Pinheiros II,Itapetininga/SP,18212-615
1338,Rua Osmar Prestes Ruivo,Portal dos Pinheiros II,Itapetininga/SP,18212-616
1339,Rua Júlio de Souza Barros,Portal dos Pinheiros II,Itapetininga/SP,18212-617
1340,Rua Luis Otávio de Paula,Portal dos Pinheiros I,Itapetininga/SP,18212-620
1341,Rua Ibraim Alexandre,Portal dos Pinheiros I,Itapetininga/SP,18212-621
1342,Rua Affonso Matarazzo,Portal dos Pinheiros I,Itapetininga/SP,18212-622
1343,Rua Maria Elisa Nogueira Antunes,Portal dos Pinheiros I,Itapetininga/SP,18212-623
1344,Rua Quatro,Portal dos Pinheiros I,Itapetininga/SP,18212-624
1345,Rua José Nunes,Portal dos Pinheiros I,Itapetininga/SP,18212-625
1346,Rua Helena Teixeira Baratti,Portal dos Pinheiros I,Itapetininga/SP,18212-626
1347,Rua Isamu Takagui,Portal dos Pinheiros I,Itapetininga/SP,18212-627
1348,Rua Regina de Fátima Arantes,Portal dos Pinheiros I,Itapetininga/SP,18212-628
1349,Rua Jaime Antunes,Portal dos Pinheiros I,Itapetininga/SP,18212-629
1350,Rua Ilis Rodrigues de Camargo,Portal dos Pinheiros I,Itapetininga/SP,18212-630
1351,Rua Raphael Nery Neto,Portal dos Pinheiros I,Itapetininga/SP,18212-631
1352,Rua Ernesto Lombardi,Portal dos Pinheiros I,Itapetininga/SP,18212-632
1353,Rua Francisco de Castro Garcia,Portal dos Pinheiros I,Itapetininga/SP,18212-633
1354,Rua Domingos Matarazzo,Portal dos Pinheiros I,Itapetininga/SP,18212-634
1355,Rua Quinze,Portal dos Pinheiros I,Itapetininga/SP,18212-635
1356,Rua José Carlos de Moraes,Portal dos Pinheiros I,Itapetininga/SP,18212-636
1357,Rua Uracy Cardoso,Portal dos Pinheiros I,Itapetininga/SP,18212-637
1358,Rua Dezoito,Portal dos Pinheiros I,Itapetininga/SP,18212-638
1359,Rua Um,Portal dos Pinheiros III,Itapetininga/SP,18212-641
1360,Rua Dois,Portal dos Pinheiros III,Itapetininga/SP,18212-642
1361,Rua Três,Portal dos Pinheiros III,Itapetininga/SP,18212-643
1362,Rua Quatro,Portal dos Pinheiros III,Itapetininga/SP,18212-644
1363,Rua Cinco,Portal dos Pinheiros III,Itapetininga/SP,18212-645
1364,Rua Seis,Portal dos Pinheiros III,Itapetininga/SP,18212-646
1365,Rua Sete,Portal dos Pinheiros III,Itapetininga/SP,18212-647
1366,Rua Oito,Portal dos Pinheiros III,Itapetininga/SP,18212-648
1367,Rua Nove,Portal dos Pinheiros III,Itapetininga/SP,18212-649
1368,Rua 1,Residencial Lago dos Ipês,Itapetininga/SP,18212-650
1369,Rua Benedicta Silva Luz Dona Ditinha,Residencial Lago dos Ipês,Itapetininga/SP,18212-651
1370,Rua 3,Residencial Lago dos Ipês,Itapetininga/SP,18212-652
1371,Rua 4,Residencial Lago dos Ipês,Itapetininga/SP,18212-653
1372,Rua 5,Residencial Lago dos Ipês,Itapetininga/SP,18212-654
1373,Rua 6,Residencial Lago dos Ipês,Itapetininga/SP,18212-655
1374,Rua 7,Residencial Lago dos Ipês,Itapetininga/SP,18212-656
1375,Rua 8,Residencial Lago dos Ipês,Itapetininga/SP,18212-657
1376,Rua 9,Residencial Lago dos Ipês,Itapetininga/SP,18212-658
1377,Rua 10,Residencial Lago dos Ipês,Itapetininga/SP,18212-659
1378,Rua 11,Residencial Lago dos Ipês,Itapetininga/SP,18212-660
1379,Rua 12,Residencial Lago dos Ipês,Itapetininga/SP,18212-661
1380,Rua 13,Residencial Lago dos Ipês,Itapetininga/SP,18212-662
1381,Rua 14,Residencial Lago dos Ipês,Itapetininga/SP,18212-663
1382,Rua 15,Residencial Lago dos Ipês,Itapetininga/SP,18212-664
1383,Rua Pedro Nunes de Mello,Vila Aurora,Itapetininga/SP,18213-010
1384,Rua Idalina Anunciato,Vila Aurora,Itapetininga/SP,18213-020
1385,Rua João Rodrigues de Lima,Vila Aurora,Itapetininga/SP,18213-030
1386,Rua Batista Bodo,Vila Aurora,Itapetininga/SP,18213-040
1387,Rua Angelino Tomé da Costa,Vila Aurora,Itapetininga/SP,18213-050
1388,Rua Sérgio Ventura,Vila Oliveira,Itapetininga/SP,18213-060
1389,Rua Francisco Tambelli,Vila Oliveira,Itapetininga/SP,18213-070
1390,Rua José Márcio Fontes,Vila Oliveira,Itapetininga/SP,18213-080
1391,Rua Mem de Sá,Vila Macia,Itapetininga/SP,18213-100
1392,Rua Alceu Correa de Moraes,Vila Macia,Itapetininga/SP,18213-110
1393,Rua Benedito Máximo Camargo,Vila Macia,Itapetininga/SP,18213-120
1394,Rua Osório Soares,Vila Leonor,Itapetininga/SP,18213-130
1395,Rua José Fonseca Diniz,Vila Leonor,Itapetininga/SP,18213-140
1396,Rua José de Almeida Carvalho - de 897/898 ao fim,Vila Leonor,Itapetininga/SP,18213-145
1397,Rua Otávio Cerqueira,Vila Kalil Halak,Itapetininga/SP,18213-150
1398,Rua Hermínia Vieira da Silva,Vila Kalil Halak,Itapetininga/SP,18213-165
1399,Avenida Wenceslau Braz,Vila Popular,Itapetininga/SP,18213-170
1400,Rua Izaat Dib,Vila Popular,Itapetininga/SP,18213-175
1401,Rua Orlando Espolaor,Vila Popular,Itapetininga/SP,18213-176
1402,Rua Comendador Antônio Antunes Alves,Vila Vendramini,Itapetininga/SP,18213-180
1403,Rua Hely Trench,Vila Vendramini,Itapetininga/SP,18213-190
1404,Rua Alfredo Pinto de Paula,Vila Vendramini,Itapetininga/SP,18213-200
1405,Rua Waldomiro Lopes,Vila Vendramini,Itapetininga/SP,18213-205
1406,Rua Luiz Tognarelli,Vila Vendramini,Itapetininga/SP,18213-210
1407,Rua Antônio Anunciato,Vila Vendramini,Itapetininga/SP,18213-220
1408,Rua Benedito Leonel Ferreira,Vila Vendramini,Itapetininga/SP,18213-230
1409,Rua Manoel Oliveira,Vila Vendramini,Itapetininga/SP,18213-240
1410,Rua Agenor Rodrigues de Oliveira,Vila Vendramini,Itapetininga/SP,18213-250
1411,Rua José Lopes,Vila Vendramini,Itapetininga/SP,18213-260
1412,Rua Antônio Avelino da Costa,Vila Vendramini,Itapetininga/SP,18213-270
1413,Rua Luciano dos Santos,Vila Vendramini,Itapetininga/SP,18213-280
1414,Rua Antônio Querino de Campos,Vila Vendramini,Itapetininga/SP,18213-290
1415,Rua José Rosa Sampaio,Vila Vendramini,Itapetininga/SP,18213-300
1416,Rua João Matheus Danton,Vila Vendramini,Itapetininga/SP,18213-310
1417,Rua Antônio Ortiz de Camargo,Vila Vendramini,Itapetininga/SP,18213-320
1418,Rua Agenor Vieira de Moraes,Jardim Vieira de Moraes,Itapetininga/SP,18213-330
1419,Rua Antônio Rolim de Moura,Jardim Vieira de Moraes,Itapetininga/SP,18213-340
1420,Rua Antônio de Almeida,Jardim Vieira de Moraes,Itapetininga/SP,18213-350
1421,Rua André Ordônio,Jardim Vieira de Moraes,Itapetininga/SP,18213-360
1422,Travessa Cinco,Jardim Vieira de Moraes,Itapetininga/SP,18213-370
1423,Travessa Três,Jardim Vieira de Moraes,Itapetininga/SP,18213-380
1424,Rua Araldo Lyrio de Almeida,Jardim Vieira de Moraes,Itapetininga/SP,18213-390
1425,Rua Ramiro Vieira de Moraes,Jardim Vieira de Moraes,Itapetininga/SP,18213-400
1426,Rua Honorato de Paula,Jardim Vieira de Moraes,Itapetininga/SP,18213-410
1427,Rua Francisco A Ponte Moraes Leite,Jardim Vieira de Moraes,Itapetininga/SP,18213-420
1428,Rua Nezel Terezinha Fernandes,Jardim Vieira de Moraes,Itapetininga/SP,18213-430
1429,Rua Luciano Ferreira dos Santos,Jardim Vieira de Moraes,Itapetininga/SP,18213-435
1430,Rua Kalil Hallak,Vila Novo Horizonte,Itapetininga/SP,18213-440
1431,Rua Humberto José Fernando Notari,Vila Novo Horizonte,Itapetininga/SP,18213-450
1432,Rua João Augusto da Silva,Vila Novo Horizonte,Itapetininga/SP,18213-460
1433,Rua Borba Gato,Vila Novo Horizonte,Itapetininga/SP,18213-470
1434,Rua Rafael Tobias de Camargo,Vila Novo Horizonte,Itapetininga/SP,18213-480
1435,Rua Pedro Cardoso,Jardim Mesquita,Itapetininga/SP,18213-520
1436,Rua Plácido Cardoso,Jardim Mesquita,Itapetininga/SP,18213-530
1437,Rua Rafael Tobias de Aguiar,Jardim Mesquita,Itapetininga/SP,18213-535
1438,Rua Carlos Cardoso,Jardim Mesquita,Itapetininga/SP,18213-540
1439,Rua Luiz Alberto Santos Bianchi,Jardim Marabá,Itapetininga/SP,18213-555
1440,Rua Esau Isaac,Jardim Mesquita,Itapetininga/SP,18213-560
1441,Rua Carlos Araújo,Jardim Mesquita,Itapetininga/SP,18213-570
1442,Rua Otávio de Freitas,Jardim Mesquita,Itapetininga/SP,18213-580
1443,Rua Pedro de Carvalho Lobo,Jardim Marabá,Itapetininga/SP,18213-600
1444,Rua José Soares Hungria,Jardim Marabá,Itapetininga/SP,18213-601
1445,Rua Vereador Octaviano Estevam de Medeiros,Jardim Marabá,Itapetininga/SP,18213-602
1446,Praça Joaquim Aleixo Machado,Jardim Marabá,Itapetininga/SP,18213-603
1447,Rua Antônio Rolim Colaço,Jardim Marabá,Itapetininga/SP,18213-604
1448,Rua Bento Antunes de Moraes,Jardim Marabá,Itapetininga/SP,18213-605
1449,Rua Miguel Pucci,Jardim Marabá,Itapetininga/SP,18213-610
1450,Avenida Doutor Cyro Albuquerque,Jardim Marabá,Itapetininga/SP,18213-615
1451,Rua Maurício Tambelli,Jardim Marabá,Itapetininga/SP,18213-620
1452,Rua Pedro Amâncio da Silva,Jardim Marabá,Itapetininga/SP,18213-625
1453,Rua Iracema de Camargo Guarnieri,Jardim Marabá,Itapetininga/SP,18213-630
1454,Rua Francisco R Silveira,Jardim Marabá,Itapetininga/SP,18213-635
1455,Avenida José Gomes de Camargo,Jardim Marabá,Itapetininga/SP,18213-640
1456,Rua Presidente Jânio da Silva Quadros,Jardim Marabá,Itapetininga/SP,18213-645
1457,Rua Pedro Rogachesky,Jardim Marabá,Itapetininga/SP,18213-650
1458,Rua Nelson Andrade Antunes,Jardim Marabá,Itapetininga/SP,18213-660
1459,Rua José Maria de Carvalho Cherenga,Jardim Marabá,Itapetininga/SP,18213-668
1460,Rua José Branco Filho,Terras de Santo Antônio,Itapetininga/SP,18213-669
1461,Rua José de Carvalho Braga,Terras de Santo Antônio,Itapetininga/SP,18213-670
1462,Rua Ari Nunes de Almeida,Terras de Santo Antônio,Itapetininga/SP,18213-671
1463,Rua Jandyra Braga da Silva Barretti,Terras de Santo Antônio,Itapetininga/SP,18213-672
1464,Rua Paulo Galdino de Camargo,Terras de Santo Antônio,Itapetininga/SP,18213-673
1465,Rua Maria Luiza Coelho,Terras de Santo Antônio,Itapetininga/SP,18213-674
1466,Rua Aurora Miguel Bonifácio,Terras de Santo Antônio,Itapetininga/SP,18213-675
1467,Rua Doutor José Soares Hungria Filho,Terras de Santo Antônio,Itapetininga/SP,18213-676
1468,Rua Hiroshi Hoshino,Terras de Santo Antônio,Itapetininga/SP,18213-677
1469,Rua Roberto Minoru Ishizu,Terras de Santo Antônio,Itapetininga/SP,18213-678
1470,Rua Kiyoshi Takaku,Terras de Santo Antônio,Itapetininga/SP,18213-679
1471,Rua Farmacêutico Gaspar João Ferraz,Terras de Santo Antônio,Itapetininga/SP,18213-680
1472,Rua Doutor Joaquim Aguiar,Terras de Santo Antônio,Itapetininga/SP,18213-681
1473,Rua Antônio Hiroshi Tamura,Terras de Santo Antônio,Itapetininga/SP,18213-682
1474,Rua Professor Izaltino Válio,Terras de Santo Antônio,Itapetininga/SP,18213-683
1475,Rua Pelegrino Nanine,Terras de Santo Antônio,Itapetininga/SP,18213-684
1476,Rua Iracema Moraes Aboarrage,Portal da Figueira,Itapetininga/SP,18213-690
1477,Rua Pascol Moreira Lopes,Portal da Figueira,Itapetininga/SP,18213-695
1478,Rua Nazira Aboarrage Ozi,Portal da Figueira,Itapetininga/SP,18213-700
1479,Rua Manoel Preto,Portal da Figueira,Itapetininga/SP,18213-705
1480,Rua Félix Aboarrage,Portal da Figueira,Itapetininga/SP,18213-710
1481,Rua Antônio Rodrigues Arzão,Portal da Figueira,Itapetininga/SP,18213-715
1482,Rua Alzira Aboarrage,Portal da Figueira,Itapetininga/SP,18213-720
1483,Rua Cláudia Aboarrage,Portal da Figueira,Itapetininga/SP,18213-730
1484,Rua Garcia Paes,Portal da Figueira,Itapetininga/SP,18213-740
1485,Rua Jamil Aboarrage,Portal da Figueira,Itapetininga/SP,18213-750
1486,Rua Fernão Dias Paes,Portal da Figueira,Itapetininga/SP,18213-760
1487,Rua Leonardo Gehring Júnior,Portal da Figueira,Itapetininga/SP,18213-767
1488,Rua Pascoal Moreira Cabral Leme,Portal da Figueira,Itapetininga/SP,18213-768
1489,Rua Antônio Rolim Colaço s/nPrefeitura Municipal de Itapetininga,Jardim Marabá,Itapetininga/SP,18213-900
1490,Avenida José Gomes de Camargo 300Loteamento Terras de Santo Antônio,Jardim Marabá,Itapetininga/SP,18213-901
1491,Rua Evaristo Perez,Vila Visaltino Gomes,Itapetininga/SP,18214-010
1492,Rua Osvaldo Cruz,Vila Visaltino Gomes,Itapetininga/SP,18214-011
1493,Rua Francisca Alves Almada,Vila Visaltino Gomes,Itapetininga/SP,18214-012
1494,Rua Francisco Borges Machado,Vila Visaltino Gomes,Itapetininga/SP,18214-020
1495,Rua Maria Leonel Monteiro,Vila Visaltino Gomes,Itapetininga/SP,18214-028
1496,Rua José Ravacci Filho,Jardim Florestal,Itapetininga/SP,18214-030
1497,Rua Sebastião Moreno,Jardim Maricota,Itapetininga/SP,18214-050
1498,Rua Lourdes Rocha Asen,Jardim Florestal,Itapetininga/SP,18214-060
1499,Rua Benedito Fernandes da Silva,Jardim Florestal,Itapetininga/SP,18214-070
1500,Rua Pedro Biagi,Jardim Maricota,Itapetininga/SP,18214-100
1501,Rua Rodrigo Santos Terra,Jardim Maricota,Itapetininga/SP,18214-105
1502,Rua Manoel de Campos,Jardim Maricota,Itapetininga/SP,18214-110
1503,Rua João de Prisco,Jardim Maricota,Itapetininga/SP,18214-120
1504,Rua Afonso Samarco,Jardim Maricota,Itapetininga/SP,18214-130
1505,Rua São Thomaz,Jardim Maricota,Itapetininga/SP,18214-140
1506,Rua do Bosque,Jardim Maricota,Itapetininga/SP,18214-150
1507,Rua Santa Rita,Jardim Maricota,Itapetininga/SP,18214-160
1508,Rua Um,Jardim Moraes Rosa,Itapetininga/SP,18214-170
1509,Rua Angelino Ferreira,Jardim Moraes Rosa,Itapetininga/SP,18214-175
1510,Rua Quatro,Jardim Moraes Rosa,Itapetininga/SP,18214-180
1511,Rua Ana Gonçalves Correa,Jardim Moraes Rosa,Itapetininga/SP,18214-185
1512,Rua Três,Jardim Moraes Rosa,Itapetininga/SP,18214-190
1513,Rua Dois,Jardim Moraes Rosa,Itapetininga/SP,18214-200
1514,Rua Moacyr Armezindo Nicoletti,Jardim Nova Aliança,Itapetininga/SP,18214-210
1515,Rua Juviniano Vaz de Almeida,Jardim Nova Aliança,Itapetininga/SP,18214-212
1516,Avenida João Paulo de Oliveira (Joãozinho Lopes),Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-230
1517,Rua Maria Cerqueira Moraes,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-232
1518,Rua Alice Damas Annunciato,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-233
1519,Rua Anna Mercedes Gobbo de Barros,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-234
1520,Rua Tenente Alcindo Guanabara de Arruda e Miranda,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-236
1521,Rua Soldado João Garcia Porto,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-237
1522,Rua Sargento Francisco Vieira Trindade,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-239
1523,Rua Manoel Carrascal,Loteamento Residencial Reserva das Paineiras,Itapetininga/SP,18214-240
1524,Rua Franklin Rodrigues Silveira,Vila Luiz Antônio,Itapetininga/SP,18214-320
1525,Rua Sizenando Vieira da Silva,Vila Luiz Antônio,Itapetininga/SP,18214-325
1526,Rua Angelina Jordão Macia,Vila Luiz Antônio,Itapetininga/SP,18214-330
1527,Rua Quatro,Vila Luiz Antônio,Itapetininga/SP,18214-340
1528,Rua Cinco,Vila Luiz Antônio,Itapetininga/SP,18214-350
1529,Rua Três,Vila Luiz Antônio,Itapetininga/SP,18214-360
1530,Rua Dois,Vila Luiz Antônio,Itapetininga/SP,18214-370
1531,Rua Doutor Genefredo Monteiro,Jardim Paulista,Itapetininga/SP,18214-380
1532,Rua Acácio de Moraes Terra,Jardim Paulista,Itapetininga/SP,18214-385
1533,Rua São Simão,Jardim Paulista,Itapetininga/SP,18214-390
1534,Rua Desembargador Alcides de Almeida Ferrari,Jardim Paulista,Itapetininga/SP,18214-395
1535,Rua São Lucas,Jardim Paulista,Itapetininga/SP,18214-400
1536,Rua Benedito Henrique Monteiro,Jardim Paulista,Itapetininga/SP,18214-405
1537,Rua São Marcos,Jardim Paulista,Itapetininga/SP,18214-410
1538,Rua Maria Dumont Galvão Albuquerque,Jardim Paulista,Itapetininga/SP,18214-420
1539,Rua Ida Ayres Pinerolli,Jardim Paulista,Itapetininga/SP,18214-430
1540,Rua Mariana Fabiano Alves,Jardim Paulista,Itapetininga/SP,18214-440
1541,Rua Flora Prestes César,Jardim Paulista,Itapetininga/SP,18214-450
1542,Rua Avelino César,Jardim Paulista,Itapetininga/SP,18214-460
1543,Rua Juvenal de Paiva Pereira,Jardim Paulista,Itapetininga/SP,18214-465
1544,Rua Estevão Alciati,Jardim Brasil,Itapetininga/SP,18214-470
1545,Rua Benedito Monteiro de Carvalho,Jardim Brasil,Itapetininga/SP,18214-471
1546,Rua São Thomé,Jardim Brasil,Itapetininga/SP,18214-472
1547,Rua São Matheus,Jardim Brasil,Itapetininga/SP,18214-473
1548,Rua Jorge Silveira Brizola,Jardim Brasil,Itapetininga/SP,18214-475
1549,Rua São Pedro,Jardim Brasil,Itapetininga/SP,18214-478
1550,Rua Agenor Antunes,Jardim Brasil,Itapetininga/SP,18214-480
1551,Rua São Jorge,Jardim Brasil,Itapetininga/SP,18214-482
1552,Rua São Cristóvão,Jardim Brasil,Itapetininga/SP,18214-483
1553,Rua São Thiago,Jardim Brasil,Itapetininga/SP,18214-484
1554,Rua Baltazar Lorenzetto,Jardim Brasil,Itapetininga/SP,18214-490
1555,Rua Antônio Soares da Silva,Jardim Brasil,Itapetininga/SP,18214-500
1556,Rua Paulo de Lara,Jardim Brasil,Itapetininga/SP,18214-510
1557,Rua Durval Bento de Lara,Jardim Brasil,Itapetininga/SP,18214-520
1558,Rua Santa Luiza,Jardim Brasil,Itapetininga/SP,18214-530
1559,Rua Santa Bárbara,Jardim Brasil,Itapetininga/SP,18214-540
1560,Rua Santa Rosa,Jardim Brasil,Itapetininga/SP,18214-550
1561,Rua Luiz Barreti,Jardim Brasil,Itapetininga/SP,18214-555
1562,Rua Adão Mariano Gomes,Jardim Brasil,Itapetininga/SP,18214-558
1563,Rua Francisco Weiss Júnior,Vila Progresso,Itapetininga/SP,18214-560
1564,Rua Donária Maria Vieira,Vila Progresso,Itapetininga/SP,18214-563
1565,Rua Maria do Bonsucesso Proença de Moraes,Vila Progresso,Itapetininga/SP,18214-570
1566,Rua Professor Carlos Alberto Alves Carvalho Pinto,Vila Progresso,Itapetininga/SP,18214-580
1567,Rua Antônio Antunes de Proença,Vila Progresso,Itapetininga/SP,18214-585
1568,Rua Sérvulo Vieira da Silva,Vila Recreio,Itapetininga/SP,18214-590
1569,Rua Herculano Ferreira,Vila Recreio,Itapetininga/SP,18214-600
1570,Rua Pedro Rodrigues Machado,Vila Recreio,Itapetininga/SP,18214-610
1571,Rua Orlando Neix,Vila Recreio,Itapetininga/SP,18214-620
1572,Rua Laudelino de Lima Rolim,Vila Recreio,Itapetininga/SP,18214-630
1573,Rua Silvestre de Camargo Leite,Vila Recreio,Itapetininga/SP,18214-635
1574,Rua Francisco Alves Martins,Vila Recreio,Itapetininga/SP,18214-660
1575,Rua Juvelina Maria de Jesus Adriano,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-670
1576,Rua Ana Maria Aguiar,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-680
1577,Rua Francisca Meira,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-690
1578,Rua Pedro Baptista de Barros Júnior,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-700
1579,Rua Um,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-705
1580,Rua Ana Genoveva Piedade,Jardim Cruzeiro do Sul,Itapetininga/SP,18214-710
1581,Rua Agides Ravacci,Jardim Nova Era,Itapetininga/SP,18214-715
1582,Rua Langleberto Pinheiro Soares,Jardim Nova Era,Itapetininga/SP,18214-718
1583,Rua Lauro Thibes Cordeiro,Jardim Nova Era,Itapetininga/SP,18214-719
1584,Rua Olegário Garcia,Jardim Nova Era,Itapetininga/SP,18214-720
1585,Rua Otília de Souza Alexandre,Jardim Nova Era,Itapetininga/SP,18214-725
1586,Rua Oswaldo Escanavaca,Jardim Nova Era,Itapetininga/SP,18214-730
1587,Rua Alice de Almeida Fernandes,Jardim Nova Era,Itapetininga/SP,18214-731
1588,Rua Hélio Ayres Marcondes,Jardim Nova Era,Itapetininga/SP,18214-735
1589,Rua Willian Yared,Jardim Nova Era,Itapetininga/SP,18214-737
1590,Rua João Batista Vieira,Jardim Nova Era,Itapetininga/SP,18214-738
1591,Rua José Ferreira Menk,Jardim Nova Era,Itapetininga/SP,18214-740
1592,Rua Manoel Humberto Chicolli,Loteamento Gramado I,Itapetininga/SP,18214-750
1593,Rua César Manoel de Arruda,Loteamento Gramado I,Itapetininga/SP,18214-752
1594,Rua Heitor Tedeschi,Loteamento Gramado I,Itapetininga/SP,18214-753
1595,Rua Benedita Silva de Oliveira,Loteamento Gramado I,Itapetininga/SP,18214-754
1596,Rua José Elias Prado,Loteamento Gramado I,Itapetininga/SP,18214-755
1597,Rua Natasha Gabriela Aparecida Dias,Loteamento Gramado I,Itapetininga/SP,18214-757
1598,Rua Edson Mororo Moura,Loteamento Gramado I,Itapetininga/SP,18214-759
1599,Rua Capitão João Cesarino Barreto,Loteamento Gramado I,Itapetininga/SP,18214-760
1600,Rua Juvenal de Queiroz Vieira,Loteamento Gramado II,Itapetininga/SP,18214-770
1601,Rua Capitão João Cesarino Barreto,Loteamento Gramado II,Itapetininga/SP,18214-771
1602,Rua Túlio Teixeira de Siqueira,Loteamento Gramado II,Itapetininga/SP,18214-772
1603,Rua Edson Mororo Moura,Loteamento Gramado II,Itapetininga/SP,18214-773
1604,Rua Maria Argemira Chirosa,Loteamento Gramado II,Itapetininga/SP,18214-774
1605,Rua Ondina Santiago de Pontes,Loteamento Gramado II,Itapetininga/SP,18214-775
1606,Rua Irmã Silvéria Spiess,Loteamento Gramado II,Itapetininga/SP,18214-776
1607,Rua Irmã Columba Gierlich,Loteamento Gramado II,Itapetininga/SP,18214-777
1608,Rua Josefa Vieira Pinto,Jardim Monte Santo,Itapetininga/SP,18215-000
1609,Rua André Vendramini Costa,Jardim Monte Santo,Itapetininga/SP,18215-002
1610,Rua José Alves Paiva,Jardim Monte Santo,Itapetininga/SP,18215-004
1611,Rua Wenceslau J de Oliveira,Jardim Monte Santo,Itapetininga/SP,18215-006
1612,Rua Inês Vieira Fontes,Jardim Monte Santo,Itapetininga/SP,18215-016
1613,Rua Doze,Jardim Monte Santo,Itapetininga/SP,18215-020
1614,Rua Everado Miller,Jardim Monte Santo,Itapetininga/SP,18215-030
1615,Rua Alcídio José,Jardim Monte Santo,Itapetininga/SP,18215-040
1616,Rua Major Vicente de Paulo Lamounie,Jardim Monte Santo,Itapetininga/SP,18215-050
1617,Rua Guido Fiori Trevisani,Jardim Monte Santo,Itapetininga/SP,18215-060
1618,Rua Euzébio Alves Fogaça,Jardim Monte Santo,Itapetininga/SP,18215-070
1619,Rua Expedicionário Guiomar Costa Pinto,Jardim Monte Santo,Itapetininga/SP,18215-080
1620,Rua Francisco Luiz Galão,Jardim Monte Santo,Itapetininga/SP,18215-090
1621,Rua João Maurício,Jardim Monte Santo,Itapetininga/SP,18215-100
1622,Rua Piloto Olívia Gonçalves,Jardim Monte Santo,Itapetininga/SP,18215-110
1623,Rua Graciano de Campos,Jardim Monte Santo,Itapetininga/SP,18215-120
1624,Rua Brasilino Rodrigues,Jardim Monte Santo,Itapetininga/SP,18215-130
1625,Rua Osvaldo Terra,Jardim Monte Santo,Itapetininga/SP,18215-140
