,zip/postalcode,city,neighborhood,address,Latitudes,Longitudes
688,66093-180,Belém/PA,Marco,Travessa Mauriti - de 2292/2293 a 2960/2961,-1.43471226,-48.4620822
689,66093-312,Belém/PA,Marco,Alameda Dona Isabel,-1.4259719,-48.45810035
690,66093-345,Belém/PA,Marco,Travessa Vileta - de 2003/2004 a 2733/2734,-1.4388639250000002,-48.463956275
691,66093-532,Belém/PA,Marco,Travessa Timbó - de 2776/2777 a 3196/3197,-1.4405619,-48.4585127
692,66093-541,Belém/PA,Marco,Travessa Chaco - de 1584/1585 a 1974/1975,-1.4401693400000002,-48.467312500000006
693,66093-542,Belém/PA,Marco,Travessa Chaco - de 1976/1977 a 2350/2351,-1.4421861249999999,-48.464365325
694,66093-543,Belém/PA,Marco,Travessa Chaco - de 2352/2353 ao fim,-1.44525571,-48.45961869666667
695,66093-605,Belém/PA,Marco,Avenida Rômulo Maiorana - de 1900/1901 ao fim,-1.42736355,-48.456414575000004
696,66093-619,Belém/PA,Marco,Passagem Grão Pará (Tv Lomas Valentina),-1.42977906,-48.46042622
697,66093-635,Belém/PA,São Brás,Avenida Rômulo Maiorana - até 297/298,-1.445112825,-48.468162650000004
698,66093-671,Belém/PA,Marco,Travessa Lomas Valentinas - de 1392/1393 a 2170/2171,-1.430168275,-48.4608791
699,66093-672,Belém/PA,Marco,Avenida Rômulo Maiorana - de 640/641 a 960/961,-1.44000855,-48.464756675000004
700,66093-673,Belém/PA,Marco,Avenida Rômulo Maiorana - de 962/963 a 1384/1385,-1.4370515666666668,-48.46271261666667
701,66093-674,Belém/PA,Marco,Avenida Rômulo Maiorana - de 1386/1387 a 1734/1735,-1.434003975,-48.460793275
702,66093-675,Belém/PA,Marco,Avenida Rômulo Maiorana - de 1736/1737 a 1898/1899,-1.4320093249999999,-48.459461700000006
703,66093-677,Belém/PA,Marco,Travessa Lomas Valentinas - de 2172/2173 ao fim,-1.43503695,-48.453658600000004
704,66093-681,Belém/PA,Marco,Travessa Mauriti - de 2962/2963 a 3262/3263,-1.4378247600000003,-48.45736204000001
705,66093-682,Belém/PA,Marco,Travessa Mauriti - de 3264/3265 ao fim,-1.441559258333333,-48.452070850000005
706,66093-801,Belém/PA,Marco,Travessa Curuzu - de 1322/1323 a 1650/1651,-1.441626375,-48.46782064999999
707,66093-802,Belém/PA,Marco,Travessa Curuzu - de 1652/1653 a 2006/2007,-1.443392075,-48.4651827
708,66095-015,Belém/PA,Marco,Travessa Doutor Enéas Pinheiro - de 1830/1831 ao fim,-1.4335876666666667,-48.45305891666666
709,66095-050,Belém/PA,Marco,Travessa Barão do Triunfo - de 4105/4106 ao fim,-1.440763425217391,-48.45043628086955
710,66095-055,Belém/PA,Marco,Travessa Barão do Triunfo - de 3381/3382 a 4103/4104,-1.437566825,-48.45521157500001
711,66095-105,Belém/PA,Marco,Travessa Doutor Enéas Pinheiro - de 1486/1487 a 1828/1829,-1.42930015,-48.459502449999995
712,66095-112,Belém/PA,Marco,Avenida Doutor Freitas - de 2802 a 2922 - lado par,-1.4302293000000001,-48.45218405
713,66095-128,Belém/PA,Marco,Travessa Timbó - de 1416/1417 a 2104/2105,-1.4355763,-48.4664616
714,66095-252,Belém/PA,Marco,Passagem Augusto Numa Pinto,-1.42493531,-48.456723939999996
715,66095-285,Belém/PA,Marco,Vila Farias,-1.4454018,-48.4604582
716,66095-346,Belém/PA,Marco,Travessa Vileta - de 2735/2736 ao fim,-1.4451497,-48.4537632
717,66095-491,Belém/PA,Marco,Avenida João Paulo II - até 527/528,-1.4456333166666668,-48.46080191666667
718,66095-492,Belém/PA,Marco,Avenida João Paulo II - de 529/530 a 999/1000,-1.44183285,-48.45836655
719,66095-493,Belém/PA,Marco,Avenida João Paulo II - de 1001/1002 a 1287/1288,-1.4387050499999998,-48.456319349999994
720,66095-494,Belém/PA,Marco,Avenida João Paulo II - de 1289/1290 a 1585/1586,-1.4363447999999999,-48.45474555
721,66095-495,Belém/PA,Marco,Avenida João Paulo II - de 1587/1588 a 2109/2110,-1.4335179500000002,-48.45286935
722,66095-531,Belém/PA,Marco,Travessa Timbó - de 2106/2107 a 2774/2775,-1.43654416,-48.46454072
723,66095-612,Belém/PA,Marco,Passagem Três Irmãos,-1.42863985,-48.4591293
724,66095-631,Belém/PA,Marco,Travessa Pirajá - de 928/929 a 1462/1463,-1.4253473666666665,-48.46282795
725,66095-632,Belém/PA,Marco,Travessa Pirajá - de 1464/1465 ao fim,-1.4300024,-48.45585305833333
726,66095-634,Belém/PA,Marco,Rua Tupi,-1.427108125,-48.45879905
727,66095-640,Belém/PA,Marco,Avenida Tapajós,-1.4278169137018795,-48.46305165100759
728,66095-661,Belém/PA,Marco,Travessa Perebebuí - de 1790/1791 a 2344/2345,-1.4262822666666668,-48.45865265
729,66095-662,Belém/PA,Marco,Travessa Perebebuí - de 2346/2347 ao fim,-1.430217875,-48.452809675
730,66095-670,Belém/PA,Marco,Passagem União,-1.4294891769644071,-48.466066278128174
731,66110-000,Belém/PA,Maracangalha,Rua Um (Cj Providência),-1.401108,-48.482632499999994
732,66110-001,Belém/PA,Maracangalha,Rua Dois (Cj Providência),-1.396937075,-48.47756045
733,66110-002,Belém/PA,Maracangalha,Rua Quatro (Cj Providência),-1.39713885,-48.47825915
734,66110-003,Belém/PA,Maracangalha,Rua Treze (Cj Providência),-1.4002392375,-48.479298512499994
735,66110-004,Belém/PA,Maracangalha,Rua Quatorze (Cj Providência),-1.4001933125,-48.4796529
736,66110-005,Belém/PA,Maracangalha,Rua Quinze (Cj Providência),-1.39971234,-48.48001063
737,66110-006,Belém/PA,Maracangalha,Rua Dezesseis (Cj Providência),-1.39962976,-48.48039686999999
738,66110-007,Belém/PA,Maracangalha,Rua Dezessete (Cj Promorar),-1.39919107,-48.48079785
739,66110-008,Belém/PA,Maracangalha,Rua Dezoito (Cj Promorar),-1.3993020875,-48.4811733625
740,66110-009,Belém/PA,Maracangalha,Rua Dezenove (Cj Providência),-1.3993674375,-48.481532762499995
741,66110-011,Belém/PA,Maracangalha,Rua Vinte (Cj Promorar),-1.40077885,-48.48183185
742,66110-012,Belém/PA,Maracangalha,Rua Vinte e Um (Cj Promorar),-1.4004443666666664,-48.48245681666666
743,66110-014,Belém/PA,Maracangalha,Rua Vinte e Três (Cj Promorar),-1.4006468,-48.4828149
744,66110-016,Belém/PA,Maracangalha,Rua Vinte e Quatro (Cj Promorar),-1.4006763000000002,-48.48317025
745,66110-018,Belém/PA,Maracangalha,Rua Vinte e Seis (Cj Promorar),-1.4005180999999998,-48.483984325
746,66110-019,Belém/PA,Maracangalha,Rua Vinte e Sete (Cj Promorar),-1.4005228,-48.4843357
747,66110-021,Belém/PA,Maracangalha,Rua Vinte e Oito (Cj Promorar),-1.400584475,-48.48470045
748,66110-022,Belém/PA,Maracangalha,Rua Vinte e Nove (Cj Promorar),-1.400534875,-48.485061225
749,66110-023,Belém/PA,Maracangalha,Rua Trinta (Cj Promorar),-1.3999447166666668,-48.48543718333334
750,66110-024,Belém/PA,Maracangalha,Rua Trinta e Um (Cj Promorar),-1.39999684,-48.48582379
751,66110-027,Belém/PA,Maracangalha,Rua Trinta e Três (Cj Promorar),-1.404629375,-48.484497975
752,66110-028,Belém/PA,Maracangalha,Rua Trinta e Quatro (Cj Promorar),-1.400536175,-48.48685964999999
753,66110-029,Belém/PA,Maracangalha,Rua Trinta e Cinco (Cj Promorar),-1.404200675,-48.484994175
754,66110-030,Belém/PA,Maracangalha,Rua Congonhas,-1.3996613500000001,-48.4745671
755,66110-031,Belém/PA,Maracangalha,Rua Trinta e Seis (Cj Promorar),-1.4030453333333333,-48.48607688333334
756,66110-032,Belém/PA,Maracangalha,Rua Trinta e Sete (Cj Promorar),-1.4031056666666668,-48.48609210000001
757,66110-033,Belém/PA,Maracangalha,Rua Trinta e Oito (Cj Promorar),-1.400508725,-48.4882973
758,66110-034,Belém/PA,Maracangalha,Rua Trinta e Nove (Cj Promorar),-1.4004504,-48.488653375
759,66110-036,Belém/PA,Maracangalha,Rua Quarenta (Cj Promorar),-1.4005878250000001,-48.489025524999995
760,66110-037,Belém/PA,Maracangalha,Rua Quarenta e Um (Cj Promorar),-1.4005389,-48.489378925000004
761,66110-038,Belém/PA,Maracangalha,Rua Quarenta e Dois (Cj Promorar),-1.4007929499999998,-48.48977276666667
762,66110-039,Belém/PA,Maracangalha,Rua Quarenta e Três (Cj Promorar),-1.4007670333333333,-48.49007963333333
763,66110-040,Belém/PA,Maracangalha,Avenida Galeão,-1.400310275,-48.47448665
764,66110-041,Belém/PA,Maracangalha,Rua Quarenta e Quatro (Cj Promorar),-1.4006774166666665,-48.490492483333334
765,66110-042,Belém/PA,Maracangalha,Rua Quarenta e Cinco (Cj Promorar),-1.4009706000000002,-48.490796249999995
766,66110-043,Belém/PA,Maracangalha,Rua Quarenta e Seis (Cj Promorar),-1.4011965,-48.49121155
767,66110-046,Belém/PA,Maracangalha,Avenida Contorno (Cj Providência),-1.3994906833333334,-48.47621216666666
768,66110-047,Belém/PA,Maracangalha,Rua Cinco (Cj Providência),-1.3994509,-48.47646854166666
769,66110-050,Belém/PA,Maracangalha,Rua Viracopos,-1.399780725,-48.474921800000004
770,66110-052,Belém/PA,Maracangalha,Rua Dez (Cj Providência),-1.3995579333333332,-48.478192525
771,66110-053,Belém/PA,Maracangalha,Rua Doze (Cj Providência),-1.4002023625,-48.47894546249999
772,66110-055,Belém/PA,Maracangalha,Alameda Providência (Cj Providência),-1.3973185249999998,-48.47886195
773,66110-056,Belém/PA,Maracangalha,Avenida Oeste (Cj Providência) - até 99997/99998,-1.4012139000000001,-48.4847313
774,66110-066,Belém/PA,Maracangalha,Rua Vinte A (Cj Promorar),-1.3981732249999999,-48.481927075
775,66110-067,Belém/PA,Maracangalha,Rua Vinte e Um A (Cj Promorar),-1.3982643499999998,-48.48227105
776,66110-068,Belém/PA,Maracangalha,Rua Vinte e Dois A (Cj Promorar),-1.3983696,-48.48261505
777,66110-069,Belém/PA,Maracangalha,Rua Vinte e Três A (Cj Promorar),-1.398468175,-48.4829644
778,66110-070,Belém/PA,Maracangalha,Rua Vinte e Quatro A (Cj Promorar),-1.398412525,-48.48335065
779,66110-072,Belém/PA,Maracangalha,Rua Vinte e Cinco A (Cj Promorar),-1.3985452500000002,-48.483860925
780,66110-073,Belém/PA,Maracangalha,Rua Três (Cj Providência),-1.397042325,-48.47790175
781,66110-074,Belém/PA,Maracangalha,Rua Vinte e Seis A (Cj Promorar),-1.3987885999999998,-48.484156675
782,66110-075,Belém/PA,Maracangalha,Rua Vinte e Sete A (Cj Promorar),-1.398891125,-48.484500625
783,66110-076,Belém/PA,Maracangalha,Rua Vinte e Oito A (Cj Promorar),-1.3989991,-48.484845299999996
784,66110-077,Belém/PA,Maracangalha,Rua Vinte e Nove A (Cj Promorar),-1.3992209500000001,-48.485139700000005
785,66110-080,Belém/PA,Maracangalha,Rua Trinta e Dois A (Cj Promorar),-1.3991532500000001,-48.48611064999999
786,66110-081,Belém/PA,Maracangalha,Rua Trinta e Três A (Cj Promorar),-1.39916935,-48.486470749999995
787,66110-082,Belém/PA,Maracangalha,Rua Trinta e Quatro A (Cj Promorar),-1.3990869000000001,-48.486824125000005
788,66110-083,Belém/PA,Maracangalha,Rua Trinta e Cinco A (Cj Promorar),-1.3992444499999999,-48.487194275
789,66110-084,Belém/PA,Maracangalha,Rua Trinta e Seis A (Cj Promorar),-1.399313475,-48.48756040000001
790,66110-085,Belém/PA,Maracangalha,Rua Trinta e Sete A (Cj Promorar),-1.399349,-48.4879312
791,66110-086,Belém/PA,Maracangalha,Rua Trinta e Oito A (Cj Promorar),-1.3994106666666666,-48.48836078333333
792,66110-091,Belém/PA,Maracangalha,Quadra Dois (Cj CDP),-1.4032558,-48.48497675
793,66110-100,Belém/PA,Maracangalha,Rua Seis (Cj Providência),-1.3994598500000002,-48.47682170000001
794,66110-101,Belém/PA,Maracangalha,Rua Sete (Cj Providência),-1.3994730166666667,-48.47716883333334
795,66110-102,Belém/PA,Maracangalha,Rua Oito (Cj Providência),-1.3994981,-48.47750225
796,66110-103,Belém/PA,Maracangalha,Rua Nove (Cj Providência),-1.3995414125,-48.4778769375
797,66110-110,Belém/PA,Maracangalha,Rua Pampulhas,-1.399959,-48.475413974999995
798,66110-120,Belém/PA,Maracangalha,Rua Guararapes,-1.4003961,-48.475613824999996
799,66110-127,Belém/PA,Maracangalha,Quadra Vinte e Seis (Cj CDP),-1.403308775,-48.48562985
800,66110-130,Belém/PA,Maracangalha,Travessa Valparaíso,-1.4007085,-48.4758036
801,66110-150,Belém/PA,Maracangalha,Rua Eduardo Gomes,-1.4007963,-48.47375302499999
802,66110-160,Belém/PA,Maracangalha,Rua Guarulhos,-1.4006562,-48.473209225
803,66110-176,Belém/PA,Maracangalha,Quadra Setenta (Cj CDP),-1.40794425,-48.48077910000001
804,66110-230,Belém/PA,Maracangalha,Passagem Marajoara,-1.4021538,-48.478830450000004
805,66110-410,Belém/PA,Maracangalha,Rua Onze (Cj Providência),-1.4002043750000002,-48.478689
806,66110-760,Belém/PA,Maracangalha,Avenida Santos Dumont,-1.4004275750000001,-48.474258600000006
807,66113-000,Belém/PA,Telégrafo Sem Fio,Avenida Senador Lemos - de 1174/1175 a 1871/1872,-1.43015485,-48.485375725000004
808,66113-003,Belém/PA,Telégrafo Sem Fio,Avenida Senador Lemos - de 1873/1874 a 2557/2558,-1.42448975,-48.483295000000005
809,66113-005,Belém/PA,Telégrafo Sem Fio,Rua Municipalidade - de 1759/1760 ao fim,-1.433541425,-48.487594574999996
810,66113-010,Belém/PA,Telégrafo Sem Fio,Travessa Djalma Dutra - até 566/567,-1.4308307916666667,-48.48896071666667
811,66113-022,Belém/PA,Telégrafo Sem Fio,Travessa Djalma Dutra - de 569/570 ao fim,-1.4325329357142855,-48.48237366428572
812,66113-030,Belém/PA,Telégrafo Sem Fio,Passagem Branca Lobato,-1.4298064833333333,-48.490044350000005
813,66113-055,Belém/PA,Telégrafo Sem Fio,Travessa Magno de Araújo,-1.4297826916666665,-48.48748707083333
814,66113-060,Belém/PA,Telégrafo Sem Fio,Vila dos Bancários,-1.429003175,-48.487894974999996
815,66113-070,Belém/PA,Telégrafo Sem Fio,Passagem Americano,-1.4283455749999998,-48.489518724999996
816,66113-080,Belém/PA,Telégrafo Sem Fio,Travessa Coronel Luís Bentes - até 99997/99998,-1.4290972181818182,-48.485491350000004
817,66113-085,Belém/PA,Telégrafo Sem Fio,Travessa Coronel Luís Bentes,-1.427564625,-48.49046787499999
818,66113-090,Belém/PA,Telégrafo Sem Fio,Passagem João Coelho,-1.4278258500000003,-48.486814949999996
819,66113-115,Belém/PA,Telégrafo Sem Fio,Travessa Rosa Moreira,-1.42674988,-48.48705599
820,66113-190,Belém/PA,Telégrafo Sem Fio,Avenida Pedro Álvares Cabral - de 1735/1736 a 3401/3402,-1.4217678555555555,-48.48464548888888
821,66113-200,Belém/PA,Telégrafo Sem Fio,Rua do Una - de 183/184 ao fim,-1.4297493,-48.48870458333334
822,66113-210,Belém/PA,Telégrafo Sem Fio,Passagem Salvador,-1.4272065600000001,-48.48743123999999
823,66113-220,Belém/PA,Telégrafo Sem Fio,Rua Gonçalves Ferreira,-1.4276269714285714,-48.48686502142858
824,66113-230,Belém/PA,Telégrafo Sem Fio,Rua Frederico Scheneippe,-1.4278213499999999,-48.485981249999995
825,66113-242,Belém/PA,Telégrafo Sem Fio,Passagem Isabel,-1.4287447750000002,-48.483918281250006
826,66113-250,Belém/PA,Telégrafo Sem Fio,Rua Curuçá - de 767/768 ao fim,-1.42942650625,-48.48318568749999
827,66113-270,Belém/PA,Telégrafo Sem Fio,Passagem Ipiranga,-1.4309404749999999,-48.482640575000005
828,66113-280,Belém/PA,Telégrafo Sem Fio,Passagem Nena Barreto,-1.4312647166666668,-48.48218856666666
829,66113-300,Belém/PA,Telégrafo Sem Fio,Travessa Quatorze de Março - até 350/351,-1.4370231625,-48.4807231
830,66113-320,Belém/PA,Telégrafo Sem Fio,Passagem Bom Futuro,-1.4214736666666667,-48.48646850000001
831,66113-340,Belém/PA,Telégrafo Sem Fio,Rua do Fio,-1.4219759833333334,-48.48558381666667
832,66113-380,Belém/PA,Telégrafo Sem Fio,Passagem Nossa Senhora de Belém,-1.4262024875,-48.4850813625
833,66113-390,Belém/PA,Telégrafo Sem Fio,Passagem São Jorge,-1.426025525,-48.4875094
834,66113-400,Belém/PA,Telégrafo Sem Fio,Passagem Uberabinha,-1.425561433333333,-48.48681539999999
835,66113-410,Belém/PA,Telégrafo Sem Fio,Passagem Dias Silva,-1.4249121,-48.486487499999996
836,66113-420,Belém/PA,Telégrafo Sem Fio,Passagem das Flores - até 189/190,-1.4237020999999999,-48.48870905
837,66113-430,Belém/PA,Telégrafo Sem Fio,Passagem Dom João,-1.42565415,-48.485482325
838,66113-440,Belém/PA,Telégrafo Sem Fio,Passagem Brotinho - até 199/200,-1.42252565,-48.488663450000004
839,66113-520,Belém/PA,Telégrafo Sem Fio,Passagem Rosa Lemos,-1.4241358,-48.48489425
840,66115-000,Belém/PA,Telégrafo Sem Fio,Rodovia Artur Bernardes - até 867/868,-1.42383793,-48.489516515000005
841,66115-080,Belém/PA,Telégrafo Sem Fio,Passagem Santa Cruz,-1.421594875,-48.48819304999999
842,66115-091,Belém/PA,Telégrafo Sem Fio,Passagem Boca do Acre,-1.4223130062499998,-48.48745643125
843,66115-110,Belém/PA,Telégrafo Sem Fio,Passagem Padre Julião,-1.4255315,-48.487626750000004
844,66115-123,Belém/PA,Telégrafo Sem Fio,Passagem das Flores - de 191/192 ao fim,-1.424134825,-48.4864838
845,66117-005,Belém/PA,Barreiro,Rodovia Artur Bernardes - de 869/870 a 1756/1757,-1.4165952750000002,-48.493021174999996
846,66120-000,Belém/PA,Sacramenta,Avenida Senador Lemos - de 2559/2560 a 3864/3865,-1.4175069,-48.47614986000001
847,66120-002,Belém/PA,Sacramenta,Avenida Senador Lemos - de 3866/3867 ao fim,-1.4140156000000002,-48.468619974999996
848,66120-220,Belém/PA,Sacramenta,Travessa Barão do Triunfo - até 369/370,-1.418952025,-48.482955725000004
849,66120-230,Belém/PA,Sacramenta,Travessa Angustura - até 1005/1006,-1.4180039937500004,-48.481548700000005
850,66120-330,Belém/PA,Sacramenta,Travessa Alferes Costa - de 471/472 a 674/675,-1.4151558800000001,-48.472469339999996
851,66120-620,Belém/PA,Sacramenta,Avenida Pedro Álvares Cabral - de 3403/3404 a 4199/4200,-1.416412775,-48.4801139
852,66123-000,Belém/PA,Sacramenta,Avenida Pedro Álvares Cabral - de 4201/4202 a 4838/4839,-1.4136039333333335,-48.47496511111112
853,66123-020,Belém/PA,Sacramenta,Avenida Pedro Álvares Cabral - de 4840/4841 a 5351/5352,-1.4113278478260867,-48.47012803478262
854,66123-030,Belém/PA,Sacramenta,Travessa Alferes Costa - até 469/470,-1.4108376333333332,-48.47918441929825
855,66123-045,Belém/PA,Sacramenta,Passagem José Homobonos,-1.41086865,-48.47219535000001
856,66123-050,Belém/PA,Sacramenta,Avenida Doutor Freitas - até 588/589,-1.4118326421052632,-48.47317382105263
857,66123-080,Belém/PA,Sacramenta,Passagem Brasil Portugal,-1.4102087,-48.46988265
858,66123-090,Belém/PA,Sacramenta,Rua Rosemiro Souza,-1.4075688375,-48.471466125
859,66123-110,Belém/PA,Sacramenta,Rua Ozimar Silva,-1.4085314749999998,-48.469260325
860,66123-120,Belém/PA,Sacramenta,Passagem Vila Nova - de 386/387 ao fim,-1.409827925,-48.46897335
861,66123-130,Belém/PA,Sacramenta,Rua Cláudio Bordalo,-1.4074101200000002,-48.47026565
862,66123-150,Belém/PA,Sacramenta,Rua Américo Ferreira,-1.4062617,-48.469677399999995
863,66123-170,Belém/PA,Sacramenta,Rua Raimundo Fontenelle,-1.40602165,-48.4695232
864,66123-180,Belém/PA,Sacramenta,Rua Cacique,-1.4068314624999998,-48.46856447500001
865,66123-200,Belém/PA,Sacramenta,Rua Primeiro de Maio,-1.406454975,-48.468231833333334
866,66123-230,Belém/PA,Sacramenta,Passagem São Pedro,-1.4090793833333333,-48.470366766666665
867,66123-280,Belém/PA,Sacramenta,Passagem Salvador,-1.407843025,-48.47163913749999
868,66123-290,Belém/PA,Sacramenta,Rua João Marques,-1.408815025,-48.47155095
869,66123-300,Belém/PA,Sacramenta,Passagem Fortaleza,-1.4090060750000002,-48.47106145
870,66123-310,Belém/PA,Sacramenta,Rua Doutor Marcelo,-1.40535964,-48.470570069999994
871,66123-320,Belém/PA,Sacramenta,Rua Padre João,-1.405650323076923,-48.470243269230764
872,66123-330,Belém/PA,Sacramenta,Rua Teodoro Palmeira,-1.4058532166666666,-48.470007133333326
873,66123-370,Belém/PA,Sacramenta,Passagem Carlos Augusto,-1.4078685,-48.46979949999999
874,66123-400,Belém/PA,Sacramenta,Rua Albertina Gaia,-1.40614705,-48.469145675
875,66123-410,Belém/PA,Sacramenta,Rua Jorge Bastos,-1.408070275,-48.468978050000004
876,66123-420,Belém/PA,Sacramenta,Rua Geraldo Pinheiro,-1.4082593,-48.46836345
877,66123-440,Belém/PA,Sacramenta,Alameda Abetel,-1.409215925,-48.46820355
878,66123-450,Belém/PA,Sacramenta,Rua Doutor Rui Martins,-1.4083086000000002,-48.46799165
879,66123-460,Belém/PA,Sacramenta,Passagem Doutor Luís Régis,-1.4084011,-48.46766275
880,66123-470,Belém/PA,Sacramenta,Passagem Santa Fé,-1.4104982499999998,-48.468729249999996
881,66123-485,Belém/PA,Sacramenta,Passagem Doutor Dadir,-1.4084972749999998,-48.467343875
882,66123-540,Belém/PA,Sacramenta,Passagem Leide Galibi,-1.407907375,-48.46947827500001
883,66123-650,Belém/PA,Sacramenta,Passagem São Luís,-1.4101095,-48.469226125
884,66123-690,Belém/PA,Sacramenta,Passagem Osvaldo Coelho,-1.406383,-48.47218506666667
885,66123-810,Belém/PA,Sacramenta,Passagem Airton Senna,-1.41068865,-48.47171725
886,66610-010,Belém/PA,Curió-Utinga,Rua do Utinga,-1.4255224,-48.4496874
887,66610-030,Belém/PA,Curió-Utinga,Avenida Doutor Freitas - de 2923 ao fim - lado ímpar,-1.4291022599999998,-48.45235276
888,66610-770,Belém/PA,Curió-Utinga,Avenida João Paulo II - de 2111/2112 a 4248/4249,-1.4231448071728048,-48.44468247448269
889,66610-840,Belém/PA,Curió-Utinga,Estrada da Ceasa,-1.436206087186871,-48.43612688192927
890,66613-130,Belém/PA,Souza,Vila Duque de Caxias,-1.4126683,-48.4453805
891,66613-150,Belém/PA,Souza,Avenida Pedro Álvares Cabral - de 5354 a 8302 - lado par,-1.408354163636364,-48.444457209090906
892,66613-180,Belém/PA,Souza,Avenida Doutor Freitas - de 2767 a 2921 - lado ímpar,-1.4260624000000002,-48.4544049
893,66613-710,Belém/PA,Souza,Avenida Almirante Barroso - de 2683/2684 a 4692/4693,-1.4203064333333335,-48.4478373
894,66615-005,Belém/PA,Marambaia,Avenida Tavares Bastos - de 930/931 ao fim,-1.40281475,-48.4514786
895,66615-006,Belém/PA,Marambaia,Avenida Tavares Bastos - de 550/551 a 839/840,-1.4071460999999996,-48.44669313333333
896,66615-015,Belém/PA,Marambaia,Rua Esperanto - até 412/413,-1.4055694,-48.44559476666666
897,66615-017,Belém/PA,Marambaia,Rua Esperanto - de 508/509 ao fim,-1.4031018583333335,-48.44915315833333
898,66615-020,Belém/PA,Marambaia,Passagem São Francisco,-1.4064449166666666,-48.446048950000005
899,66615-030,Belém/PA,Marambaia,Rua Anchieta,-1.4052715153846154,-48.44421782307692
900,66615-050,Belém/PA,Marambaia,Rua São Jorge,-1.4051938125000003,-48.4413579875
901,66615-060,Belém/PA,Marambaia,Passagem Samaritana,-1.40307815,-48.441015375
902,66615-065,Belém/PA,Marambaia,Passagem Nazaré,-1.405697875,-48.45708379999999
903,66615-080,Belém/PA,Marambaia,Passagem Dalva - até 1039/1040,-1.4024567749999999,-48.4441139375
904,66615-090,Belém/PA,Marambaia,Passagem Santa Rita,-1.40184105,-48.446162825
905,66615-130,Belém/PA,Marambaia,Passagem Vinte e Oito de Março,-1.4036017166666668,-48.44610303333334
906,66615-140,Belém/PA,Marambaia,Rua Nossa Senhora de Fátima,-1.4063113,-48.4425536
907,66615-150,Belém/PA,Marambaia,Passagem Seis de Maio,-1.4047513999999999,-48.44024085
908,66615-160,Belém/PA,Marambaia,Rua Marcílio Dias,-1.4052726833333333,-48.44270288333333
909,66615-170,Belém/PA,Marambaia,Rua Rodolfo Chermont - até 853/854,-1.4030187333333333,-48.45333228333334
910,66615-181,Belém/PA,Marambaia,Rua B (Cj Ipuan),-1.4062145333333333,-48.45141985833333
911,66615-182,Belém/PA,Marambaia,Rua C (Cj Ipuan),-1.4054630666666668,-48.45090510000001
912,66615-190,Belém/PA,Marambaia,Rua C (Cj Pedro Álvares Cabral),-1.403441075,-48.45881001666667
913,66615-200,Belém/PA,Marambaia,Rua D (Cj Pedro Álvares Cabral),-1.4024277166666668,-48.45593111666667
914,66615-220,Belém/PA,Marambaia,Avenida A (Mendara I),-1.40363738,-48.458191410000005
915,66615-230,Belém/PA,Marambaia,Passagem São Cristóvão,-1.40409242,-48.455904010000005
916,66615-250,Belém/PA,Marambaia,Avenida B (Mendara),-1.4034193916666666,-48.45849954166667
917,66615-350,Belém/PA,Marambaia,Passagem Caranã,-1.403942925,-48.461712600000006
918,66615-370,Belém/PA,Marambaia,Passagem Carlos Magno,-1.4027673499999997,-48.461365699999995
919,66615-372,Belém/PA,Marambaia,Passagem Resistência,-1.4025921666666665,-48.461028633333335
920,66615-390,Belém/PA,Marambaia,Passagem Haroldo Veloso,-1.40433575,-48.461099700000005
921,66615-412,Belém/PA,Marambaia,Rua Coronel Magela,-1.4025895,-48.4636552
922,66615-420,Belém/PA,Marambaia,Rua da Mata - até 581/582,-1.4016091062500002,-48.45105651875
923,66615-430,Belém/PA,Marambaia,Passagem Miramar,-1.40445975,-48.457231975
924,66615-440,Belém/PA,Marambaia,Passagem Monte Castelo,-1.40471045,-48.45732045
925,66615-570,Belém/PA,Marambaia,Passagem União,-1.4031116750000001,-48.462764025
926,66615-700,Belém/PA,Marambaia,Rua K (Mendara),-1.4030278833333332,-48.45441743333333
927,66615-710,Belém/PA,Marambaia,Rua L (Mendara),-1.4026497999999998,-48.454018700000006
928,66615-802,Belém/PA,Marambaia,Passagem São Jorge (Canal São Joaquim),-1.4031833999999999,-48.46018375
929,66615-850,Belém/PA,Marambaia,Avenida Dalva - até 903/904,-1.4043594769230767,-48.4405342
930,66615-860,Belém/PA,Marambaia,Avenida Pedro Álvares Cabral - de 5353 ao fim - lado ímpar,-1.408319466463415,-48.44698468353656
931,66615-870,Belém/PA,Marambaia,Passagem São Domingos,-1.4062281499999998,-48.44035461666667
932,66615-882,Belém/PA,Marambaia,Passagem Bom Sossego,-1.40595195,-48.4399518
933,66617-000,Belém/PA,Val-de-Cães,Avenida Transamazônica (Cj Marex),-1.3974673250000003,-48.472125937499996
934,66617-010,Belém/PA,Val-de-Cães,Travessa Natal (Cj Bela Vista),-1.400241925,-48.471560350000004
935,66617-030,Belém/PA,Val-de-Cães,Rua Manaus (Cj Marex),-1.39819065,-48.47319245
936,66617-040,Belém/PA,Val-de-Cães,Rua Vitória (Cj Marex),-1.3969759666666668,-48.472791883333336
937,66617-050,Belém/PA,Val-de-Cães,Rua São Paulo (Cj Marex),-1.396884125,-48.473989075
938,66617-060,Belém/PA,Val-de-Cães,Rua Recife (Cj Marex),-1.395971775,-48.473486824999995
939,66617-070,Belém/PA,Val-de-Cães,Rua Porto Alegre (Cj Marex),-1.3955587999999999,-48.4728733
